,,법정동,비행불가능여부
1127,경상남도밀양시하남읍,4827025321,0
1128,경상남도밀양시활성동,4827010700,0
1129,경상남도사천시곤명면,4824036024,0
1130,경상남도사천시곤양면,4824035021,0
1131,경상남도사천시궁지동,4824011400,1
1132,경상남도사천시노룡동,4824012400,1
1133,경상남도사천시늑도동,4824012000,1
1134,경상남도사천시대방동,4824011700,1
1135,경상남도사천시대포동,4824012500,1
1136,경상남도사천시동금동,4824010400,1
1137,경상남도사천시동동,4824010100,1
1138,경상남도사천시동림동,4824010600,1
1139,경상남도사천시마도동,4824011900,1
1140,경상남도사천시백천동,4824012200,1
1141,경상남도사천시벌리동,4824010800,1
1142,경상남도사천시봉남동,4824011100,1
1143,경상남도사천시사남면,4824032026,0
1144,경상남도사천시사등동,4824011500,1
1145,경상남도사천시사천읍,4824025024,0
1146,경상남도사천시서금동,4824010500,1
1147,경상남도사천시서동,4824010200,1
1148,경상남도사천시서포면,4824037027,0
1149,경상남도사천시선구동,4824010300,1
1150,경상남도사천시송포동,4824012600,1
1151,경상남도사천시신벽동,4824012300,1
1152,경상남도사천시신수동,4824012100,1
1153,경상남도사천시실안동,4824011800,1
1154,경상남도사천시와룡동,4824011000,1
1155,경상남도사천시용강동,4824010900,1
1156,경상남도사천시용현면,4824033021,0
1157,경상남도사천시이금동,4824011200,1
1158,경상남도사천시이홀동,4824011300,1
1159,경상남도사천시정동면,4824031026,0
1160,경상남도사천시좌룡동,4824010700,1
1161,경상남도사천시죽림동,4824012700,1
1162,경상남도사천시축동면,4824034021,0
1163,경상남도사천시향촌동,4824011600,1
1164,경상남도산청군금서면,4886034021,1
1165,경상남도산청군단성면,4886037021,1
1166,경상남도산청군산청읍,4886025023,1
1167,경상남도산청군삼장면,4886035026,1
1168,경상남도산청군생비량면,4886039022,1
1169,경상남도산청군생초면,4886033021,1
1170,경상남도산청군시천면,4886036022,1
1171,경상남도산청군신등면,4886040021,1
1172,경상남도산청군신안면,4886038021,1
1173,경상남도산청군오부면,4886032021,1
1174,경상남도산청군차황면,4886031021,1
1175,경상남도양산시교동,4833011000,0
1176,경상남도양산시남부동,4833010200,0
1177,경상남도양산시다방동,4833010100,0
1178,경상남도양산시덕계동,4833012000,1
1179,경상남도양산시동면,4833031025,1
1180,경상남도양산시매곡동,4833012100,1
1181,경상남도양산시명곡동,4833010500,1
1182,경상남도양산시명동,4833011500,1
1183,경상남도양산시물금읍,4833025321,0
1184,경상남도양산시북부동,4833010400,0
1185,경상남도양산시북정동,4833010700,1
1186,경상남도양산시산막동,4833010800,1
1187,경상남도양산시삼호동,4833011400,1
1188,경상남도양산시상북면,4833033021,1
1189,경상남도양산시소주동,4833011700,1
1190,경상남도양산시신기동,4833010600,1
1191,경상남도양산시어곡동,4833011200,0
1192,경상남도양산시용당동,4833011300,1
1193,경상남도양산시원동면,4833032021,0
1194,경상남도양산시유산동,4833011100,0
1195,경상남도양산시주남동,4833011600,1
1196,경상남도양산시주진동,4833011800,1
1197,경상남도양산시중부동,4833010300,0
1198,경상남도양산시평산동,4833011900,1
1199,경상남도양산시하북면,4833034021,1
1200,경상남도양산시호계동,4833010900,1
1201,경상남도의령군가례면,4872031026,1
1202,경상남도의령군궁류면,4872041525,1
1203,경상남도의령군낙서면,4872038021,1
1204,경상남도의령군대의면,4872033026,1
1205,경상남도의령군봉수면,4872040024,1
1206,경상남도의령군부림면,4872039021,1
1207,경상남도의령군용덕면,4872035030,1
1208,경상남도의령군유곡면,4872042027,1
1209,경상남도의령군의령읍,4872025022,1
1210,경상남도의령군정곡면,4872036021,1
1211,경상남도의령군지정면,4872037021,1
1212,경상남도의령군칠곡면,4872032021,1
1213,경상남도의령군화정면,4872034024,1
1214,경상남도진주시가좌동,4817013100,0
1215,경상남도진주시강남동,4817010300,0
1216,경상남도진주시계동,4817011200,0
1217,경상남도진주시귀곡동,4817013000,0
1218,경상남도진주시금곡면,4817033027,0
1219,경상남도진주시금산면,4817041027,0
1220,경상남도진주시남성동,4817010700,0
1221,경상남도진주시내동면,4817031021,0
1222,경상남도진주시대곡면,4817040022,1
1223,경상남도진주시대안동,4817010900,0
1224,경상남도진주시대평면,4817045021,0
1225,경상남도진주시동성동,4817010600,0
1226,경상남도진주시망경동,4817010100,0
1227,경상남도진주시명석면,4817044021,1
1228,경상남도진주시문산읍,4817025023,0
1229,경상남도진주시미천면,4817043021,1
1230,경상남도진주시본성동,4817010500,0
1231,경상남도진주시봉곡동,4817011300,0
1232,경상남도진주시봉래동,4817011500,0
1233,경상남도진주시사봉면,4817038024,0
1234,경상남도진주시상대동,4817011900,0
1235,경상남도진주시상봉동,4817011400,0
1236,경상남도진주시상평동,4817012100,0
1237,경상남도진주시수곡면,4817046023,0
1238,경상남도진주시수정동,4817011600,0
1239,경상남도진주시신안동,4817012500,0
1240,경상남도진주시옥봉동,4817011800,0
1241,경상남도진주시유곡동,4817012800,0
1242,경상남도진주시이반성면,4817037024,0
1243,경상남도진주시이현동,4817012700,0
1244,경상남도진주시인사동,4817010800,0
1245,경상남도진주시일반성면,4817036021,0
1246,경상남도진주시장대동,4817011700,0
1247,경상남도진주시장재동,4817012300,0
1248,경상남도진주시정촌면,4817032021,0
1249,경상남도진주시주약동,4817010200,0
1250,경상남도진주시중안동,4817011100,0
1251,경상남도진주시지수면,4817039027,0
1252,경상남도진주시진성면,4817035021,0
1253,경상남도진주시집현면,4817042022,1
1254,경상남도진주시초전동,4817012200,0
1255,경상남도진주시충무공동,4817013700,0
1256,경상남도진주시칠암동,4817010400,0
1257,경상남도진주시판문동,4817012900,0
1258,경상남도진주시평거동,4817012600,0
1259,경상남도진주시평안동,4817011000,0
1260,경상남도진주시하대동,4817012000,0
1261,경상남도진주시하촌동,4817012400,0
1262,경상남도진주시호탄동,4817013200,0
1263,경상남도창녕군계성면,4874037021,0
1264,경상남도창녕군고암면,4874031021,0
1265,경상남도창녕군길곡면,4874041021,0
1266,경상남도창녕군남지읍,4874025321,1
1267,경상남도창녕군대지면,4874036021,0
1268,경상남도창녕군대합면,4874033021,0
1269,경상남도창녕군도천면,4874040021,0
1270,경상남도창녕군부곡면,4874042021,0
1271,경상남도창녕군성산면,4874032021,0
1272,경상남도창녕군영산면,4874038025,0
1273,경상남도창녕군유어면,4874035021,1
1274,경상남도창녕군이방면,4874034021,1
1275,경상남도창녕군장마면,4874039021,0
1276,경상남도창녕군창녕읍,4874025024,0
1277,경상남도창원시마산합포구가포동,4812912000,0
1278,경상남도창원시마산합포구교방동,4812912000,0
1279,경상남도창원시마산합포구교원동,4812912000,0
1280,경상남도창원시마산합포구구산면,4812912000,0
1281,경상남도창원시마산합포구남성동,4812912000,0
1282,경상남도창원시마산합포구대내동,4812912000,0
1283,경상남도창원시마산합포구대성동1가,4812912000,0
1284,경상남도창원시마산합포구대성동2가,4812912000,0
1285,경상남도창원시마산합포구대외동,4812912000,0
1286,경상남도창원시마산합포구대창동,4812912000,0
1287,경상남도창원시마산합포구덕동동,4812912000,0
1288,경상남도창원시마산합포구동성동,4812912000,0
1289,경상남도창원시마산합포구두월동1가,4812912000,0
1290,경상남도창원시마산합포구두월동2가,4812912000,0
1291,경상남도창원시마산합포구두월동3가,4812912000,0
1292,경상남도창원시마산합포구문화동,4812912000,0
1293,경상남도창원시마산합포구반월동,4812912000,0
1294,경상남도창원시마산합포구부림동,4812912000,0
1295,경상남도창원시마산합포구산호동,4812912000,0
1296,경상남도창원시마산합포구상남동,4812912000,0
1297,경상남도창원시마산합포구서성동,4812912000,0
1298,경상남도창원시마산합포구성호동,4812912000,0
1299,경상남도창원시마산합포구수성동,4812912000,0
1300,경상남도창원시마산합포구신월동,4812912000,0
1301,경상남도창원시마산합포구신창동,4812912000,0
1302,경상남도창원시마산합포구신포동1가,4812912000,0
1303,경상남도창원시마산합포구신포동2가,4812912000,0
1304,경상남도창원시마산합포구신흥동,4812912000,0
1305,경상남도창원시마산합포구예곡동,4812912000,0
1306,경상남도창원시마산합포구오동동,4812912000,0
1307,경상남도창원시마산합포구완월동,4812912000,0
1308,경상남도창원시마산합포구우산동,4812912000,0
1309,경상남도창원시마산합포구월남동1가,4812912000,0
1310,경상남도창원시마산합포구월남동2가,4812912000,0
1311,경상남도창원시마산합포구월남동3가,4812912000,0
1312,경상남도창원시마산합포구월남동4가,4812912000,0
1313,경상남도창원시마산합포구월남동5가,4812912000,0
1314,경상남도창원시마산합포구월영동,4812912000,0
1315,경상남도창원시마산합포구월포동,4812912000,0
1316,경상남도창원시마산합포구유록동,4812912000,0
1317,경상남도창원시마산합포구자산동,4812912000,0
1318,경상남도창원시마산합포구장군동1가,4812912000,0
1319,경상남도창원시마산합포구장군동2가,4812912000,0
1320,경상남도창원시마산합포구장군동3가,4812912000,0
1321,경상남도창원시마산합포구장군동4가,4812912000,0
1322,경상남도창원시마산합포구장군동5가,4812912000,0
1323,경상남도창원시마산합포구중성동,4812912000,0
1324,경상남도창원시마산합포구중앙동1가,4812912000,0
1325,경상남도창원시마산합포구중앙동2가,4812912000,0
1326,경상남도창원시마산합포구중앙동3가,4812912000,0
1327,경상남도창원시마산합포구진동면,4812912000,0
1328,경상남도창원시마산합포구진북면,4812912000,0
1329,경상남도창원시마산합포구진전면,4812912000,0
1330,경상남도창원시마산합포구창동,4812912000,0
1331,경상남도창원시마산합포구창포동1가,4812912000,0
1332,경상남도창원시마산합포구창포동2가,4812912000,0
1333,경상남도창원시마산합포구창포동3가,4812912000,0
1334,경상남도창원시마산합포구청계동,4812912000,0
1335,경상남도창원시마산합포구추산동,4812912000,0
1336,경상남도창원시마산합포구평화동,4812912000,0
1337,경상남도창원시마산합포구해운동,4812912000,0
1338,경상남도창원시마산합포구현동,4812912000,0
1339,경상남도창원시마산합포구홍문동,4812912000,0
1340,경상남도창원시마산합포구화영동,4812912000,0
1341,경상남도창원시마산회원구구암동,4812912000,0
1342,경상남도창원시마산회원구내서읍,4812912000,0
1343,경상남도창원시마산회원구두척동,4812912000,0
1344,경상남도창원시마산회원구봉암동,4812912000,0
1345,경상남도창원시마산회원구석전동,4812912000,0
1346,경상남도창원시마산회원구양덕동,4812912000,0
1347,경상남도창원시마산회원구합성동,4812912000,0
1348,경상남도창원시마산회원구회성동,4812912000,0
1349,경상남도창원시마산회원구회원동,4812912000,0
1350,경상남도창원시성산구가음동,4812912000,0
1351,경상남도창원시성산구가음정동,4812912000,0
1352,경상남도창원시성산구귀곡동,4812912000,0
1353,경상남도창원시성산구귀산동,4812912000,0
1354,경상남도창원시성산구귀현동,4812912000,0
1355,경상남도창원시성산구남산동,4812912000,0
1356,경상남도창원시성산구남양동,4812912000,0
1357,경상남도창원시성산구남지동,4812912000,0
1358,경상남도창원시성산구내동,4812912000,0
1359,경상남도창원시성산구대방동,4812912000,0
1360,경상남도창원시성산구대원동,4812912000,0
1361,경상남도창원시성산구덕정동,4812912000,0
1362,경상남도창원시성산구두대동,4812912000,0
1363,경상남도창원시성산구반림동,4812912000,0
1364,경상남도창원시성산구반송동,4812912000,0
1365,경상남도창원시성산구반지동,4812912000,0
1366,경상남도창원시성산구불모산동,4812912000,0
1367,경상남도창원시성산구사파동,4812912000,0
1368,경상남도창원시성산구사파정동,4812912000,0
1369,경상남도창원시성산구대원동,4812912000,0
1370,경상남도창원시성산구삼정자동,4812912000,0
1371,경상남도창원시성산구상남동,4812912000,0
1372,경상남도창원시성산구상복동,4812912000,0
1373,경상남도창원시성산구성산동,4812912000,0
1374,경상남도창원시성산구성주동,4812912000,0
1375,경상남도창원시성산구신월동,4812912000,0
1376,경상남도창원시성산구신촌동,4812912000,0
1377,경상남도창원시성산구안민동,4812912000,0
1378,경상남도창원시성산구양곡동,4812912000,0
1379,경상남도창원시성산구완암동,4812912000,0
1380,경상남도창원시성산구외동,4812912000,0
1381,경상남도창원시성산구용지동,4812912000,0
1382,경상남도창원시성산구용지동,4812912000,0
1383,경상남도창원시성산구웅남동,4812912000,0
1384,경상남도창원시성산구월림동,4812912000,0
1385,경상남도창원시성산구적현동,4812912000,0
1386,경상남도창원시성산구중앙동,4812912000,0
1387,경상남도창원시성산구창곡동,4812912000,0
1388,경상남도창원시성산구천선동,4812912000,0
1389,경상남도창원시성산구토월동,4812912000,0
1390,경상남도창원시성산구퇴촌동,4812912000,0
1391,경상남도창원시의창구내리동,4812912000,0
1392,경상남도창원시의창구대산면,4812912000,0
1393,경상남도창원시성산구덕정동,4812912000,0
1394,경상남도창원시성산구귀산동,4812912000,0
1395,경상남도창원시성산구귀현동,4812912000,0
1396,경상남도창원시성산구남산동,4812912000,0
1397,경상남도창원시성산구남양동,4812912000,0
1398,경상남도창원시성산구남지동,4812912000,0
1399,경상남도창원시성산구내동,4812912000,0
1400,경상남도창원시성산구대방동,4812912000,0
1401,경상남도창원시성산구대원동,4812912000,0
1402,경상남도창원시성산구덕정동,4812912000,0
1403,경상남도창원시성산구두대동,4812912000,0
1404,경상남도창원시성산구반림동,4812912000,0
1405,경상남도창원시성산구반송동,4812912000,0
1406,경상남도창원시성산구반지동,4812912000,0
1407,경상남도창원시성산구불모산동,4812912000,0
1408,경상남도창원시성산구사파동,4812912000,0
1409,경상남도창원시성산구사파정동,4812912000,0
1410,경상남도창원시성산구대원동,4812912000,0
1411,경상남도창원시성산구삼정자동,4812912000,0
1412,경상남도창원시성산구상남동,4812912000,0
1413,경상남도창원시성산구상복동,4812912000,0
1414,경상남도창원시성산구성산동,4812912000,0
1415,경상남도창원시성산구성주동,4812912000,0
1416,경상남도창원시진해구가주동,4812912000,0
1417,경상남도창원시진해구경화동,4812912000,0
1418,경상남도창원시진해구광화동,4812912000,0
1419,경상남도창원시진해구근화동,4812912000,0
1420,경상남도창원시진해구남문동,4812912000,0
1421,경상남도창원시진해구남빈동,4812912000,0
1422,경상남도창원시진해구남양동,4812912000,0
1423,경상남도창원시진해구대영동,4812912000,0
1424,경상남도창원시진해구대장동,4812912000,0
1425,경상남도창원시진해구대죽동,4812912000,0
1426,경상남도창원시진해구대천동,4812912000,0
1427,경상남도창원시진해구대흥동,4812912000,0
1428,경상남도창원시진해구덕산동,4812912000,0
1429,경상남도창원시진해구도만동,4812912000,0
1430,경상남도창원시진해구도천동,4812912000,0
1431,경상남도창원시진해구동상동,4812912000,0
1432,경상남도창원시진해구두동,4812912000,0
1433,경상남도창원시진해구마천동,4812912000,0
1434,경상남도창원시진해구명동,4812912000,0
1435,경상남도창원시진해구무송동,4812912000,0
1436,경상남도창원시진해구부흥동,4812912000,0
1437,경상남도창원시진해구북부동,4812912000,0
1438,경상남도창원시진해구비봉동,4812912000,0
1439,경상남도창원시진해구서중동,4812912000,0
1440,경상남도창원시진해구석동,4812912000,0
1441,경상남도창원시진해구성내동,4812912000,0
1442,경상남도창원시진해구소사동,4812912000,0
1443,경상남도창원시진해구속천동,4812912000,0
1444,경상남도창원시진해구송죽동,4812912000,0
1445,경상남도창원시진해구송학동,4812912000,0
1446,경상남도창원시진해구수도동,4812912000,0
1447,경상남도창원시진해구수송동,4812912000,0
1448,경상남도창원시진해구숭인동,4812912000,0
1449,경상남도창원시진해구신흥동,4812912000,0
1450,경상남도창원시진해구안곡동,4812912000,0
1451,경상남도창원시진해구안골동,4812912000,0
1452,경상남도창원시진해구앵곡동,4812912000,0
1453,경상남도창원시진해구여좌동,4812912000,0
1454,경상남도창원시진해구연도동,4812912000,0
1455,경상남도창원시진해구용원동,4812912000,0
1456,경상남도창원시진해구원포동,4812912000,0
1457,경상남도창원시진해구이동,4812912000,0
1458,경상남도창원시진해구익선동,4812912000,0
1459,경상남도창원시진해구인사동,4812912000,0
1460,경상남도창원시진해구인의동,4812912000,0
1461,경상남도창원시진해구자은동,4812912000,0
1462,경상남도창원시진해구장천동,4812912000,0
1463,경상남도창원시진해구제덕동,4812912000,0
1464,경상남도창원시진해구제황산동,4812912000,0
1465,경상남도창원시진해구죽곡동,4812912000,0
1466,경상남도창원시진해구중앙동,4812912000,0
1467,경상남도창원시진해구중평동,4812912000,0
1468,경상남도창원시진해구창선동,4812912000,0
1469,경상남도창원시진해구청안동,4812912000,0
1470,경상남도창원시진해구충무동,4812912000,0
1471,경상남도창원시진해구충의동,4812912000,0
1472,경상남도창원시진해구태백동,4812912000,0
1473,경상남도창원시진해구태평동,4812912000,0
1474,경상남도창원시진해구통신동,4812912000,0
1475,경상남도창원시진해구평안동,4812912000,0
1476,경상남도창원시진해구풍호동,4812912000,0
1477,경상남도창원시진해구행암동,4812912000,0
1478,경상남도창원시진해구현동,4812912000,0
1479,경상남도창원시진해구화천동,4812912000,0
1480,경상남도창원시진해구회현동,4812912000,0
1481,경상남도통영시광도면,4822034023,0
1482,경상남도통영시당동,4822011400,0
1483,경상남도통영시도남동,4822011700,0
1484,경상남도통영시도산면,4822033023,0
1485,경상남도통영시도천동,4822010100,0
1486,경상남도통영시동호동,4822010800,0
1487,경상남도통영시명정동,4822010300,0
1488,경상남도통영시무전동,4822011100,0
1489,경상남도통영시문화동,4822010600,0
1490,경상남도통영시미수동,4822011500,0
1491,경상남도통영시봉평동,4822011600,0
1492,경상남도통영시북신동,4822011000,0
1493,경상남도통영시사량면,4822037021,1
1494,경상남도통영시산양읍,4822025025,0
1495,경상남도통영시서호동,4822010200,0
1496,경상남도통영시욕지면,4822035021,0
1497,경상남도통영시용남면,4822031022,0
1498,경상남도통영시인평동,4822011300,0
1499,경상남도통영시정량동,4822010900,0
1500,경상남도통영시중앙동,4822010500,0
1501,경상남도통영시태평동,4822010700,0
1502,경상남도통영시평림동,4822011200,0
1503,경상남도통영시한산면,4822036024,0
1504,경상남도통영시항남동,4822010400,0
1505,경상남도하동군고전면,4885035021,0
1506,경상남도하동군금남면,4885036025,1
1507,경상남도하동군금성면,4885042022,1
1508,경상남도하동군북천면,4885039023,0
1509,경상남도하동군악양면,4885032031,0
1510,경상남도하동군양보면,4885038021,0
1511,경상남도하동군옥종면,4885041021,0
1512,경상남도하동군적량면,4885033021,0
1513,경상남도하동군진교면,4885037021,0
1514,경상남도하동군청암면,4885040021,0
1515,경상남도하동군하동읍,4885025021,0
1516,경상남도하동군화개면,4885031023,1
1517,경상남도하동군횡천면,4885034024,0
1518,경상남도함안군가야읍,4873025021,1
1519,경상남도함안군군북면,4873032021,1
1520,경상남도함안군대산면,4873034027,0
1521,경상남도함안군법수면,4873033022,1
1522,경상남도함안군산인면,4873038024,0
1523,경상남도함안군여항면,4873039021,0
1524,경상남도함안군칠북면,4873036025,0
1525,경상남도함안군칠서면,4873035030,0
1526,경상남도함안군칠원읍,4873025321,0
1527,경상남도함안군함안면,4873031022,0
1528,경상남도함양군마천면,4887031021,1
1529,경상남도함양군백전면,4887039021,1
1530,경상남도함양군병곡면,4887040023,1
1531,경상남도함양군서상면,4887038021,1
1532,경상남도함양군서하면,4887037021,1
1533,경상남도함양군수동면,4887034021,1
1534,경상남도함양군안의면,4887036022,1
1535,경상남도함양군유림면,4887033024,1
1536,경상남도함양군지곡면,4887035027,1
1537,경상남도함양군함양읍,4887025021,1
1538,경상남도함양군휴천면,4887032024,1
1539,경상남도합천군가야면,4889033032,1
1540,경상남도합천군가회면,4889044026,1
1541,경상남도합천군대병면,4889045023,1
1542,경상남도합천군대양면,4889041025,1
1543,경상남도합천군덕곡면,4889038025,1
1544,경상남도합천군묘산면,4889032028,1
1545,경상남도합천군봉산면,4889031025,1
1546,경상남도합천군삼가면,4889043027,1
1547,경상남도합천군쌍백면,4889042023,1
1548,경상남도합천군쌍책면,4889037027,1
1549,경상남도합천군야로면,4889034026,1
1550,경상남도합천군용주면,4889046028,1
1551,경상남도합천군율곡면,4889035032,1
1552,경상남도합천군적중면,4889040028,1
1553,경상남도합천군청덕면,4889039023,1
1554,경상남도합천군초계면,4889036022,1
1555,경상남도합천군합천읍,4889025021,1
1556,경상북도경산시갑제동,4729012800,0
1557,경상북도경산시계양동,4729011600,0
1558,경상북도경산시남방동,4729011900,0
1559,경상북도경산시남산면,4729035021,0
1560,경상북도경산시남천면,4729037026,0
1561,경상북도경산시내동,4729012000,0
1562,경상북도경산시대동,4729011500,0
1563,경상북도경산시대정동,4729011300,0
1564,경상북도경산시대평동,4729011200,0
1565,경상북도경산시백천동,4729010600,0
1566,경상북도경산시사동,4729012600,0
1567,경상북도경산시사정동,4729010800,0
1568,경상북도경산시삼남동,4729010100,0
1569,경상북도경산시삼북동,4729010200,0
1570,경상북도경산시삼풍동,4729012700,0
1571,경상북도경산시상방동,4729010500,0
1572,경상북도경산시서상동,4729010300,0
1573,경상북도경산시신교동,4729010400,0
1574,경상북도경산시신천동,4729012300,0
1575,경상북도경산시압량읍,4729025621,0
1576,경상북도경산시여천동,4729012100,0
1577,경상북도경산시옥곡동,4729010700,0
1578,경상북도경산시옥산동,4729010900,0
1579,경상북도경산시와촌면,4729031022,0
1580,경상북도경산시용성면,4729034021,0
1581,경상북도경산시유곡동,4729012200,0
1582,경상북도경산시임당동,4729011400,0
1583,경상북도경산시자인면,4729033023,0
1584,경상북도경산시점촌동,4729012400,0
1585,경상북도경산시정평동,4729011100,0
1586,경상북도경산시조영동,4729011800,0
1587,경상북도경산시중방동,4729011700,0
1588,경상북도경산시중산동,4729011000,0
1589,경상북도경산시진량읍,4729025321,0
1590,경상북도경산시평산동,4729012500,0
1591,경상북도경산시하양읍,4729025021,0
1592,경상북도경주시감포읍,4713025029,1
1593,경상북도경주시강동면,4713037030,0
1594,경상북도경주시건천읍,4713025631,0
1595,경상북도경주시광명동,4713011700,0
1596,경상북도경주시교동,4713011100,0
1597,경상북도경주시구정동,4713013100,1
1598,경상북도경주시구황동,4713012200,0
1599,경상북도경주시남산동,4713012000,1
1600,경상북도경주시내남면,4713033024,1
1601,경상북도경주시노동동,4713010600,0
1602,경상북도경주시노서동,4713010700,0
1603,경상북도경주시덕동,4713013700,0
1604,경상북도경주시도지동,4713011900,1
1605,경상북도경주시동방동,4713011800,1
1606,경상북도경주시동부동,4713010100,0
1607,경상북도경주시동천동,4713012600,0
1608,경상북도경주시마동,4713013200,1
1609,경상북도경주시문무대왕면,4713031521,1
1610,경상북도경주시배동,4713014300,1
1611,경상북도경주시배반동,4713012100,0
1612,경상북도경주시보문동,4713012300,0
1613,경상북도경주시북군동,4713014000,0
1614,경상북도경주시북부동,4713010300,0
1615,경상북도경주시사정동,4713010900,0
1616,경상북도경주시산내면,4713034026,1
1617,경상북도경주시서면,4713035022,0
1618,경상북도경주시서부동,4713010200,0
1619,경상북도경주시서악동,4713011500,0
1620,경상북도경주시석장동,4713014400,0
1621,경상북도경주시성건동,4713010800,0
1622,경상북도경주시성동동,4713010400,0
1623,경상북도경주시손곡동,4713014100,0
1624,경상북도경주시시동,4713012900,1
1625,경상북도경주시시래동,4713013000,1
1626,경상북도경주시신평동,4713013600,0
1627,경상북도경주시안강읍,4713025333,0
1628,경상북도경주시암곡동,4713013800,0
1629,경상북도경주시양남면,4713032021,1
1630,경상북도경주시외동읍,4713025921,1
1631,경상북도경주시용강동,4713012500,0
1632,경상북도경주시율동,4713014200,0
1633,경상북도경주시인왕동,4713011200,0
1634,경상북도경주시조양동,4713012800,1
1635,경상북도경주시진현동,4713013400,1
1636,경상북도경주시천군동,4713013500,1
1637,경상북도경주시천북면,4713038025,0
1638,경상북도경주시충효동,4713011400,0
1639,경상북도경주시탑동,4713011300,0
1640,경상북도경주시평동,4713012700,1
1641,경상북도경주시하동,4713013300,1
1642,경상북도경주시현곡면,4713036027,0
1643,경상북도경주시황남동,4713011000,0
1644,경상북도경주시황성동,4713012400,0
1645,경상북도경주시황오동,4713010500,0
1646,경상북도경주시황용동,4713013900,1
1647,경상북도경주시효현동,4713011600,0
1648,경상북도고령군개진면,4783035036,1
1649,경상북도고령군다산면,4783034034,0
1650,경상북도고령군대가야읍,4783025321,1
1651,경상북도고령군덕곡면,4783031038,1
1652,경상북도고령군성산면,4783033035,0
1653,경상북도고령군쌍림면,4783037037,1
1654,경상북도고령군우곡면,4783036034,1
1655,경상북도고령군운수면,4783032030,1
1656,경상북도구미시거의동,4719012700,1
1657,경상북도구미시고아읍,4719025321,1
1658,경상북도구미시공단동,4719011300,0
1659,경상북도구미시광평동,4719011400,0
1660,경상북도구미시구평동,4719012000,1
1661,경상북도구미시구포동,4719012900,1
1662,경상북도구미시금전동,4719013000,1
1663,경상북도구미시남통동,4719010800,0
1664,경상북도구미시도개면,4719033025,0
1665,경상북도구미시도량동,4719010300,0
1666,경상북도구미시무을면,4719031021,0
1667,경상북도구미시봉곡동,4719010400,0
1668,경상북도구미시부곡동,4719010500,0
1669,경상북도구미시비산동,4719011200,1
1670,경상북도구미시사곡동,4719011500,0
1671,경상북도구미시산동읍,4719025623,1
1672,경상북도구미시상모동,4719011600,0
1673,경상북도구미시선기동,4719010600,0
1674,경상북도구미시선산읍,4719025021,0
1675,경상북도구미시송정동,4719011000,0
1676,경상북도구미시수점동,4719010700,0
1677,경상북도구미시시미동,4719012400,0
1678,경상북도구미시신동,4719011900,1
1679,경상북도구미시신평동,4719011100,0
1680,경상북도구미시양호동,4719012600,1
1681,경상북도구미시오태동,4719011800,0
1682,경상북도구미시옥계동,4719012800,1
1683,경상북도구미시옥성면,4719032023,0
1684,경상북도구미시원평동,4719010100,0
1685,경상북도구미시인의동,4719012200,1
1686,경상북도구미시임수동,4719012500,1
1687,경상북도구미시임은동,4719011700,0
1688,경상북도구미시장천면,4719036021,1
1689,경상북도구미시지산동,4719010200,0
1690,경상북도구미시진평동,4719012300,1
1691,경상북도구미시해평면,4719034028,1
1692,경상북도구미시형곡동,4719010900,0
1693,경상북도구미시황상동,4719012100,1
1694,경상북도군위군군위읍,4772025021,1
1695,경상북도군위군부계면,4772033029,1
1696,경상북도군위군산성면,4772036033,1
1697,경상북도군위군삼국유사면,4772038024,1
1698,경상북도군위군소보면,4772031041,1
1699,경상북도군위군우보면,4772034031,1
1700,경상북도군위군의흥면,4772035032,1
1701,경상북도군위군효령면,4772032042,1
1702,경상북도김천시감문면,4715035021,0
1703,경상북도김천시감천면,4715039024,0
1704,경상북도김천시감호동,4715010100,0
1705,경상북도김천시개령면,4715034025,0
1706,경상북도김천시교동,4715010900,0
1707,경상북도김천시구성면,4715041037,1
1708,경상북도김천시남면,4715032021,0
1709,경상북도김천시남산동,4715010600,0
1710,경상북도김천시농소면,4715031023,0
1711,경상북도김천시다수동,4715011200,0
1712,경상북도김천시대광동,4715011700,0
1713,경상북도김천시대덕면,4715044028,1
1714,경상북도김천시대항면,4715038021,1
1715,경상북도김천시덕곡동,4715011600,0
1716,경상북도김천시모암동,4715010300,0
1717,경상북도김천시문당동,4715011100,0
1718,경상북도김천시백옥동,4715011300,0
1719,경상북도김천시봉산면,4715037023,0
1720,경상북도김천시부곡동,4715011400,0
1721,경상북도김천시부항면,4715043024,1
1722,경상북도김천시삼락동,4715011000,0
1723,경상북도김천시성내동,4715010400,0
1724,경상북도김천시신음동,4715010800,0
1725,경상북도김천시아포읍,4715025028,0
1726,경상북도김천시양천동,4715011900,0
1727,경상북도김천시어모면,4715036021,0
1728,경상북도김천시용두동,4715010200,0
1729,경상북도김천시율곡동,4715012000,0
1730,경상북도김천시응명동,4715011800,0
1731,경상북도김천시조마면,4715040023,1
1732,경상북도김천시증산면,4715045027,1
1733,경상북도김천시지례면,4715042021,1
1734,경상북도김천시지좌동,4715011500,0
1735,경상북도김천시평화동,4715010500,0
1736,경상북도김천시황금동,4715010700,0
1737,경상북도문경시가은읍,4728025321,1
1738,경상북도문경시공평동,4728010900,1
1739,경상북도문경시농암면,4728037021,1
1740,경상북도문경시동로면,4728035027,0
1741,경상북도문경시마성면,4728036021,0
1742,경상북도문경시모전동,4728011000,1
1743,경상북도문경시문경읍,4728025021,0
1744,경상북도문경시불정동,4728010700,1
