시,군,동,코드,터미널유무
경상남도,창원시 마산합포구,해운동,4812515800,1
경상남도,밀양시,산내면,4827034028,1
경상남도,산청군,단성면,4886037028,1
경상남도,의령군,의령읍,4872025023,1
경상남도,창원시 성산구,남산동,4812310600,1
경상남도,사천시,송포동,4824012600,1
경상남도,사천시,송포동,4824012600,1
경상남도,창녕군,남지읍,4874025321,1
경상남도,하동군,북천면,4885039024,1
경상남도,김해시,무계동,4825012600,1
경상남도,진주시,내동면,4817031021,1
경상남도,하동군,청암면,4885040024,1
경상남도,남해군,삼동면,4884033025,1
경상남도,김해시,생림면,4825035021,1
경상남도,고성군,구만면,4882039021,1
경상남도,하동군,청암면,4885040023,1
경상남도,함양군,함양읍,4887025031,1
경상남도,사천시,서포면,4824037023,1
경상남도,합천군,봉산면,4889031022,1
경상남도,함양군,마천면,4887031026,1
경상남도,진주시,금곡면,4817033027,1
경상남도,밀양시,산외면,4827033022,1
경상남도,하동군,청암면,4885040023,1
경상남도,산청군,단성면,4886037035,1
경상남도,밀양시,산외면,4827033025,1
경상남도,산청군,단성면,4886037027,1
경상남도,김해시,외동,4825010900,1
경상남도,김해시,무계동,4825012600,1
경상남도,김해시,삼문동,4825012800,1
경상남도,김해시,관동동,4825013000,1
경상남도,의령군,유곡면,4872042023,1
경상남도,하동군,양보면,4885038023,1
경상남도,밀양시,상동면,4827032024,1
경상남도,합천군,가회면,4889044027,1
경상남도,산청군,시천면,4886036026,1
경상남도,진주시,문산읍,4817025021,1
경상남도,함안군,군북면,4873032023,1
경상남도,의령군,궁류면,4872041525,1
경상남도,하동군,금성면,4885042022,1
경상남도,사천시,곤양면,4824035021,1
경상남도,사천시,사천읍,4824025028,1
경상남도,진주시,칠암동,4817010400,1
경상남도,진주시,강남동,4817010300,1
경상남도,진주시,망경동,4817010100,1
경상남도,산청군,단성면,4886037032,1
경상남도,김해시,대동면,4825037026,1
경상남도,밀양시,청도면,4827039021,1
경상남도,사천시,사남면,4824032026,1
경상남도,산청군,단성면,4886037035,1
경상남도,사천시,곤명면,4824036030,1
경상남도,의령군,유곡면,4872042022,1
경상남도,고성군,고성읍,4882025025,1
경상남도,김해시,대동면,4825037028,1
경상남도,하동군,고전면,4885035021,1
경상남도,하동군,하동읍,4885025021,1
경상남도,하동군,하동읍,4885025021,1
경상남도,하동군,금성면,4885042023,1
경상남도,거제시,고현동,4831010900,1
경상남도,창원시 마산합포구,진전면,4812534025,1
경상남도,산청군,시천면,4886036030,1
경상남도,사천시,곤명면,4824036024,1
경상남도,함양군,마천면,4887031025,1
경상남도,진주시,가좌동,4817013100,1
경상남도,산청군,시천면,4886036023,1
경상남도,거제시,고현동,4831010900,1
경상남도,거제시,고현동,4831010900,1
경상남도,거제시,고현동,4831010900,1
경상남도,밀양시,삼랑진읍,4827025023,1
경상남도,거창군,거창읍,4888025024,1
경상남도,창녕군,계성면,4874037024,1
경상남도,하동군,금남면,4885036030,1
경상남도,밀양시,상동면,4827032022,1
경상남도,거제시,동부면,4831032026,1
경상남도,창원시 의창구,대산면,4812132025,1
경상남도,밀양시,단장면,4827035028,1
경상남도,합천군,가야면,4889033032,1
경상남도,거창군,가조면,4888040028,1
경상남도,함양군,마천면,4887031021,1
경상남도,사천시,사남면,4824032031,1
경상남도,하동군,금성면,4885042024,1
충청북도,괴산군,감물면,4376031026,1
제주특별자치도,제주시,오라일동,5011011900,1
